video_filename,fragment,predictions,text
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,5,happiness,"Men's Listen Battle was very close I think it is not yet a second painting guild thijs the congratulations to you congratulations that means even longer stay at the safe camp west to save your strengths no immunity tomorrow and therefore no island council yes how does that feelWell I can't wait until eh that I can tell them as a reward for the win yes I still have a choice of two prizes The first is a sign with a nice meal for you and your team but you can also choose from one of these threetubes in one tube is an extra voice in one tube is a loot and there is nothing in one tube thinking good after I want to tell you the meal is nice and fun but you also play your own expedition the food the food yes you can be allowedcome and get the sign he is for you and a small tip Let it not spoil now no no we are not going to do is going to make happy faces yes, I think that again and a good trip back to camp west you also have a good journeyAnd success tomorrow at the immunity thank you success Johan"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,6,happiness,"or the other two should also be captains but I don't think boat oh yes my yo cock how is he well he looks very excited yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yesyou just won without breakfast but I don't know what that guy did where that super power got from bye bye bye bye without breakfast that we don't have to go to an island council tomorrow or a test that makes me happy again because I can enjoy myTintje working and tasty brown and sunbathing I am born and raised I feel at home I am back on the boat and I really just think how am I going to explain this no is also pits still a while I think with my friendsAt the table so yes that that is a bit of a shame just nobig disappointment you should never underestimate your opponent even though that eh is early 60 harry is a very tough mouth on lamp yes it is okay it was so close consequences that we will play immunity early against orange yes that may sound very unkind but butWe didn't have very high expectations, but I think it's a shame he didn't win because I actually look out after eating yes that is a pity a red cabbage garlic when you hear it that way you think oh you have to feel so close I really feel myselfempty I am hungry going to sleep for a moment the problem is that my body feels like I'm not strong enough to recover so I just dare and I just stay limp and I want to add something to the group I don't want to be on my whole daylazy ass sitting that makes me really unhappy sleeping maybe there will be something better soon than we checked we also have nothing to do with someone who is a weaka few days west side we have no shit with the island council now no let that other team just nice bleeding wonderful yes wow it just succeeded I actually did not expect that we would still eat today really win I may feel much more motivatedThen yesterday with the captain rough I just want to show what I have in the house that I am not a bluff it is a pancake and it all sounds very easy but that is of course not Robinson sleep rained badly hard but we just had oneFully waterproof branch and if those other two islands have also had rain then they are a little less generous than we are sitting here so it is cold last night yes, but really woke up a few times but really shivering no man I subcooling in the night just yoI had exactly the same"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,7,happiness,Dim Oranje is preparing for the upcoming
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,8,happiness,"It really saved this or Harry won the Captain's battle he was as proud as a peacock of course he had mike they meet again here with a team at this hells immunity test you see you welcome at the immunity I see a pale pale bees say sayJo Chatilla how is the condition of your camp well we have purple bad night with the rain yes the motivation there is certainly yes certainly yes I won the first few tests and then we only lostSo I think that we are really going to rage as fighters to really hook in yes dennis a lot of rain you had predicted this is really over my expectations but the first sun rays we come again due to yes fighting you are at least you are youAnd that is great because the bet is not tender to bump this wonderful immunity it is a trail and it all sounds very easy but it is of course not it is Robinson you get a handicap because you choose one leader and he or she is attached to onerope through a tire around the waist and at the end of the rope is a net full of coconutsThe leader leads the way and he climbs over the first obstacle and the team follows then you will arrive at the second obstacle. Leader must build a bridge there and he or she does that by putting boards on the posts and then the team follows the again with theCoconuts then you arrive at the third obstacle a web of ropes The leader keeps the ropes aside so that the team can go through the net with the coconut and then this obstacle you have to cut two ropes with a menchetti and this creates a bridge and you guessedThe whole team can go over the bridge with the net with coconut and then we are not there yet because you are here at the second to last obstacle and that only the leader gets over but the leader is stuck with a rope so itJust with coconuts must be kept in the air so that the leader has enough rope to build the tower of no less than eight pieces The one who does that first wins immunity and now I forget something pretty crucial that just with coconuts weigh no less than 110 kgWow team orange you are with one man too much and that means I go around with a bag of stones you scribble a stone that you hold in your hand and on my sign you open your hand when the black stone is in it you don't play with me I do meI feel like just competing against green as a teamEverything I have a me actually that is not deployable dennis you have the black stone not play this test then you can now discuss who is going to wear that immensely heavy bag of coconuts and who is the Leiderdorp on I am always a person whoVery much likes to do something for someone else so now I can make the road safe for my entire team and quickly make the road safe for everyone no but you know what is very important not you are so the leader communication and you are very strong you canmore weight with the cooker at some point, say the most difficult part will be the end then we must all go to 110 kilos with us that you also have it precisely because we are then a lot of you never actually need itWearing weight so I think it is better that you do it we have to do it together you know we have to keep talking not let us fokke and go with that banana with that coconut good expedition members I would like to know who will be the leader of teamOrange April Who will be the leader at Team Groen"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,9,happiness,"Team green are you ready yes 3 2 1 nick is going to build the bridge apples over the band does not have enough space and his string I try to put a bit of strength to the language to get some kind of contact to get that stack of thing but butThat thing is 120 kg or something so you will not make a lot of profit with that and then it is on the edge and then it can go down and it feels good because we have done it first green team has almost finished the bridge wecan get five with them who get ahead, but that thing is hard it is going well we are faster than orange it is actually not so bad at that momentAt De Taute, say that one knot tries to one side and the other to the other of course and I just notice that I have 0 energy in my arm really my arms are just completely lifeless and I think he really gets a bitpanic that I think shit I am not going to get stuck to a few knots that I have to push aside on this side pull it on this side through this piece of the test is already quite breath then comes the part that I have the most about itFreessed I just start with brutal power I just start to start the rope and I just notice that rope is so incredibly thick I think I am going to walk on it we have a lot of bad luck with rucks hucks and chops and she chopped as if likeit depends on it, but the rope is not going to be in half with the first rope and Niek with the second tone really annoying that ropeAnd the bridge over the water is finished the ropes through pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills pills and I hear london calling in one goLifting so we all add weather power and very quickly over that bridge because I could hardly grab it there is almost she has a new tactic but Niek can already start with the tower and that is the first shelf of thatThe bridge at Oranje I notice okay those coconuts really just have to be at least 1.5 meters from the ground, otherwise I will not get there at all at the last part of the entire trail a tower of eight he should make a little harder so maybe he should be a little higherYes yes, how should I do that and I think it is a new position a bit higher and I can do my hands on the beam not on the floor well that saves 20 cm again and it gives Niek 20 cm space againYou have to pay attention to that beam you have to pay attention to your focus on your balance and that focus that stays when you put such a shit on such a ball you have to be very careful that it is straight when it is skewed then you are already anywayHasless short stick have of course oh yes does not matter the whole thing to the suitcase and then you really just wait and you can't do anything we have to let it do it and she is so hard here finally getsThey through a rope for the second bridge and orange can over the bridge then it is really all sails we also know that we really have a considerable backlog of team green expedition members for immunityFucking washing machine for gone you just know with these types of games never give up mike tilts if a true atlas just with the coconuts that hold time resting yes cooking is a bit harder I am off what you are going to do and a new tactic now ferry is goingUnder the net of no less than 110 kg of Harry it has been full for a long time it is now starting to count, I have to concentrate even more and turn off the pain even more because it burns in my neck on my shoulders"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,10,happiness,"Is there still the water of my face yes cozy in the burning sun the battle for immunity continues this requires the utmost of the teams this succeeded niek you see the winner that they have to lay the last ball, but that doesn't bother me so muchA lot because I also know that that tower is not right so that tower is just not going to keep that tower just falling overs Expedition members this is a true exhaustion battle so I am going to adjust the rules something I want to see a tower of 6 pieces no longer of eight threeDiscs three balls you can put a disk in a ball aside and we continue I know that Niek has the same fire the same of fanaticism so he will of course also build as a silly but I just have to be faster that technique is now clear to me nowI just have to do it with a lot of rest and make sure that I just get that last ball on it right at one point I think okay I have to hold my breath if I set it up because then I am less shaking you keep peace of mindThe Oranje Team only has two parts The Oranje Team only needs one part if that is inside said immunity but nothing is on the heels the last part for the Oranje Team Oranje Team connects the trial unfortunately greenling I can't explain it gives it it gives itOur again immunity and I am also just very happy that we just succeeded again what a discharge is the tastiest of course not an island council and the tastiest is again won from green I think that team green is quite a bit sour is yes three timeshave won"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,11,disgust,April was a discharge not normal I call us always came all the way to earth but this test was really hell on earth and knowing that they should wear 110 kilos it was really true for team greener it is bizarre test on your own on your back yesYes that was that you can wear a lot that I know yes somewhat cool but it is the limit yes yes nick how frustrating this it was actually it was frustrating it was yes just try to stay in my own son with myTeam and yes it comes in both sides but yes the immunity totem is for the Orange team but whoever comes to get him there can only one his donkey congratulations totempaal is back where it came from and that is really really nice feeling with a greenI see you again on the island council and before you get an aversion for the rest of your life against coconut prize and please enjoy the coconut for you a plaster on the wound venom is always in the state so that is island council forthe second time
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,12,surprise,"10 days of sleep and and a jungle I didn't expect you to see this 10 days after three days home not really easy if we have to go to an island then rose will say yes but so farDon't no no no no we don't get away here, hey I don't think it's going to happen my I really couldn't go home with pride if I would do that I am still here and also with a smile on my face me II really have passed a lot of things that were quite difficult yes only I am very strong mentally and I don't break very quickly but a lot of people surprised they think they have prejudiced model this doll you know it yes street knowledge yes thatIs important but you don't get that at school, isn't it"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,13,happiness,"We are so good the world also suddenly looks a lot eliminated and how we come back says a gift but what we deserve this really the atmosphere is just great we even want to go back to this island because we had it togetherAbout this island too, it has become a bit of our home again yes for you it should feel if you hit you at the birth of your wife you know someone like people to lead so I will not be able to do anything I could not do anything oneI think I have experienced three very spicy births, but this was indeed very close to the neighborhood yes it is nice to feel that you have won and that you have no stress about an island again and that you just stay intact itIs a winners feeling what feels nice not normal"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,14,grief,"I am completely broken was an important team to win otherwise first take a look at what damage is on the back yes we have to go to the islands that is really crazy because then to think again and yes that is super we take the defeateh as it should be with the head held high and I like that very much but at the same time my brain is also going to think of course okay island council islandYes ok google oh shit we have to cut again and our cake I find it difficult and I let myself be played in the coming hours and my brain pan of yes what are you going to do london I wanna sexy I don't know why everything like that everythingHaving to dry again Fortunately it is dry outside just give it just two hours please worldAnd then you do it and then turn on in one go and if she's quiet yes yes okay tonight the island rate against 10 hours or yes I think it is shit that we are vulnering someone again because our team is just so small and I almost think it is itLosers team become when we continue like this, but you're out what you're going to do tonight well I am still a bit doubting you know then yes I know you want to share everyone has to vote tonight and so look like it once they areis currently just the weakest link of this group on the other hand someone who is strong and quickly like a niek for the fusion would actually be very smart at least I have made enough effort because the shoulders still hurt what whatI also did again"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,15,happiness,"As usual, the team at Kamp West will be read on the day of the islandraad Post.nl I will read once I will read once but we will wait a while of course there is what really happens here, maybe the food is a cake you are my birthdayNot yet birth to have a box and a letter 10 Purple Team Green is tonight on the island council again you have the chance to expand your team with one of them who would you want to have that a maximum of two portraits from this box as one ofTonight on the island council he or she is joining your 10 Tomorrow we feel very strong and confident about our team but maybe it would not be so bad to have anyone else now we also know who voted awayis so I am very curious oh yes man and team orange is dangerous nick harry suus is home what is suus being able to save what a pity and that was my theory because we don't know what happened there Harry or Kirsten we should weJust choose two people that we would personally find a second chance I would really like london my I I will cry like london thrown out I would I would personally argue for niek because I think Niek had a camera with suus I had a cameraNow away so maybe he is the next yes but if you save then you sew it as well because you know that those people go out what will be the choice one strong player and one that we think he is going is strong enoughFor 10 purple you are and will remain cannon food yes ok Google"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,16,happiness,Tasty sweet treasures we go out to the islands and then someone has to go home and I am always insecure about it because you don't know if there is a plan that you are not part of it is always exciting what is and remains onegame and people can always lie to you you don't know you don't know the hope for the best I want us to keep a strong team we are now six and soon with five well then I want to play five strong play yes I think tooI am completely ready good plan yes dude I am in a huge danger that I feel but it doesn't have to end here it is a game it is expedition robinson and I will only defend my bonds that loyal to meare no longer faithful
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,17,happiness,"10 Purple, thanks to Thijs's victory, recorded a few nights at the safe camp West April, took its moment on the immunity plan and despite the considerable disadvantage, the win for the Orange team again lost the green team to taste the immunity and for theSecond time in a row they have to appear here to vote someone away tonight tim green warmly welcome to this island council you are that you have to go to such an island council again yes yes especially fabric species you really just want to see gold and lose onceIs okay but twice in a row that is actually a damper and kirsten yes but you have to talk to each other nice to sleep a bit of shells on the beach yes daily work I gave everything yesterday during the immunity plan how is your backpainful yes yes it really feels my shoulder blades here that is really that needs recovery yes yes so sit back and relax that is not tonight no noI think I am pretty good in itself but I am going to beat very hard as you know, there were three tubes in the sand at the landing site one with an immunity mint one with an extra voice and one with a blunder and I still put itBut once with the loot you can plunder an immunity or an extra voice from someone London I don't need to know what you have in your cancer but if you want to use the loot now I would like to know that no it is now time toto vote"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,18,happiness,"Well you have all cast your vote we will see if we voted you but first I want to ask you London if you own the immunity coin, if you now want to use the first voice ferrari the second voice d'r vote tooFor you is for kirsten next voice your name stands that unfortunately the curtain falls for you the fifth voice sixth and last voice is also for you Kirsten Kirsten you have received the most voices I am not very surprised and it is good someone from itTeam who wants to say something to Kirsten yes really learned a lot from you then you can take your torch and back to the island thank you no but farewell"
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,19,happiness,I think it is a pity also of happiness somewhere that I have been able to experience all this was really an amazing adventure yes day 10 and special people me really fantastic surroundings it was really an amazing adventure you say 10 days I assume you are still the expeditionI would not have wanted to leave I would have been able to relax for a while now that we are really just building we were only busy and only now today and yesterday were it from those days that you really come over the water and last and lastThat made me very happy yes and an experience richer for sure you can certainly take back to the Netherlands yes although the time can still park there is still a chance that you will remain in this expedition the purple team at camp West has had the opportunityTo choose two names that are a team to strengthen and those names I have here if your name is on one of the two pots then you will add tomorrow to 10 purple and your expedition is not yet passed your photo here does not put on hereis the end story okay you are ready for the first that I am not nothing but there is another chance chatilla unfortunately it is really here now I go home you go home I think you are happy with that thank you thank youYou're going well
C:/Users/Bobo/Downloads/task2\ER22_AFL04_MXF.mov,20,grief,Next time it is really particularly weak in the game so I feel a bit useless yes I see Dennis' ass and in my yaris I think that boy who went really I think yes I am going to grab you I said I am a surprise for ityou had oh shit what the fuck
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,0,grief,"Feels a bit like empty or something running somewhere, yes and yes she spoke quite a lot for me quite a lot so also in one go in a cozy way, but yes that is now again that is just in one gocompletely different dynamics yes oh yes that is the game also expedition every time someone goes away so it is I hope she has it right yes if I am out what I am going to do is a beer and a butt here is taking hereIn a belly so is really the last thing I feel like now I will immediately take a big plate of food instead of eating beer in the shower right away at the same time you know 10 purple thanks to two won Captains Battles ate more than the restNevertheless, one thing determines the atmosphere hungry it becomes black in front of my face when I get upI am tired I have not eaten anything today I also think we just don't eat anything at all today you learn to live a bit with it you are all the time you are busy with your energy savings and especially by lying a lot and not unnecessary thingsI can no longer make an excursion through the jungle now because eh then I have no energy for an individual test you have something nothing nothing no problem we do not skip the fire no so good I get black off the water noI am okay if I just sit down is good I can't do so much hey and we don't have any new member with someone else than Chatilla and not yes I think what then tasty with his six more food means for us thatThat is the only advantage that is very good also Tim Oranje is having a hard time this morning especially Laura just doesn't feel 100% but eh how fast yes just eh here just a little rest maybe that is good"
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,1,happiness,This morning I find a coconut and I thought from here I am happy to keep my team on I love you google beautiful white coconut I feel like such a fancy really it is really a big gift of the day coconut are beeReady let's eat wonderful meal for home my mouth is full finally and good because you know with the brown tapping is perhaps also good hear that kaki kaki eating is good for that bowel movement you just lose 3 kilos during one kakaI thought it never did you have a jump not think it is your turn in vase Your new team captain is someone with a hunters instinct and a strong condition I should not be someone who has already been captain for you have a strong conditionhey man I am going to die everyone no hunters instinct and a strong condition yes reasonable reasonable and so you are going to make us rotten I know thatI think that mega exciting I experience that as a bit busy and even though they say no does not matter yes it does not matter a new Captain Let's go man yes on board and you just have to happen so simple isIt is also going to happen there is a lot at stake for us because there are only five people so if we have to vote someone home later then it will really help you are on that boat okay how can I theBest Mindset Turning To take this test I have been sitting still for a long time and did nothing and that was really delicious but now I also feel like popping and I see that damn trail I am right in my head tag ranges in successionAre we again Niek Niek that is an athlete yes that is Knokke Welcome Nick we are completely okay also should be able to stand against two men but not necessarily captains welcome you are going to fight here battlen for that peaceful place in that safe camp west but there is still theresomething a surprise but of course you shouldn't tell the only one
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,2,happiness,Captains win today is more important than ever before believe me three two two one one goal nicolette starts with countdown and I just go 10000 percent I have long legs and I just jump over the water I run like crazy behind juultje I think I'm close and and I am close by andDennis is the first to lose fak that is just not already yes he is flying over the water that is really unbelievable and yes before I realized it had already happened it feels like a big defeat then I can no longer come homeThree I'm just going to give anything more I can't do two one and I still stayed focused I think but you are not going to grab you but don't get a good look and I walk pretty well and I get into the water and I get in the water and I get and I get into the water and I get and I get and I get into the water andI really feel that backlash of that water and I think pretty heavy niek is a hinde that is just a deer over the water it hits nowhere is that guy a kind of over the water so quickly and I am really sitting how I am justCompletely surprised that it is so easy because at Robinson nothing is easy in recent days was really survival until the max and then this is suddenly a kind of Gassion
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,3,surprise,I said I had a surprise for you oh shit no what the fuck poo
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,4,surprise,"I said I had a surprise for you this was not alone and captain's battle this is the mix oh shit this is not fun at all because we just have a super team you can also just get stuck with people with whom you are not in at allYour team wants to sit yes you were like a hare and that gives you an advantage look at a good look because this is how the teams are still doing you going to put together new teams and you do that on my condition you were the first and thatGives you a mega benefit because you can immediately choose the first Julia was the second so you can choose second and then if you choose the last Niek you are a man and I want you to choose a woman from a different team than trueyou are now looking good I think I want to know out loud what you think in my head went one name and that is jiva she has won that captain battle from satilla and April so she has speed I have heard that she has a lot busyIs with cooking and I think I can viben well with her well my heart is really kind of just I just had so big that I stay with her to the end so it was just my buddy here and that is really difficult juultjeYou are a woman and I want you to choose a man from a team that you are not in yourself andVery good after I really want to know what is your motivation dennis you guessed it all you are a man and I want you to choose a woman from another team I choose a power woman It seems an easy person and there is also just thereA very strong power we are going to niek again yes you can choose someone from the other team man or woman that does not matter from another team from another team It is so difficult and then I think only go okay for someone who is as all -round as possibleSo that strong is smart is skilled is juultje too you can choose someone not from the purple team but man or woman that doesn't matter to apron I also just want a good chilling female energy in the team yes I go for vincentDennis chooses Vincent and then you get a bit of a crack in my heart I think yes he will add so much more to your team vincent is just really the bushman knows a lot of survival things I also know what but Vincent really goes very farin therewhole your own team no longer has you then I think it's really really bad that comes out well nick you can choose someone from your own team top london has really become my big friend here so I am very happy that I can choose himI also hug the plate a bit of yes I have at least one person still who is dear to me who is dear to my team anyway I thought of well who does a lot in the camp who is strongly dirty chill I think yes I just have to chooseI am going for Niels I am of course that ferry eh is gone that Mike is gone belisha lisa who gives peace in the group of pleasant personality and we have not really seen that yet in action so Niek Choose does not matter which team andYou can give that to someone else you don't have to think about it for a long time because I have heard stories that Laura is not going to be physically so well she is also old so I think well I would rather not have that person in my teamIn any case yes, I look at the two teams in no time and at the moment the Dennis team seems a bit stronger so I think I put a lauren with 10 people.plow at least to the merger comes I don't have to find any wipes, but from the start Laura is of course not the strongest I try to just think realRoos who really weakens off the day there was my choice based on smart boy it is not the one I would choose from this list in my own team It is then no survivor I actually don't see the added value of devin yetNick you can choose someone to your liking and taste harry is my care dad you know that really helped me very much when this went just as badly yes and he really has very strong but I think Thijs is a bit more all -round so pain in myHeart I go for thijs hard the game, you're rock hard I am known for it yes juultje too you can choose someone of your choice is not difficult between elias and harrie yes that is not a difficult choice then you will of course go for your size plus yes then thenThe three of us also three old camp leader also steady and juultje opts for Ilias and that of course Dennis means that you get Harry in your team yes our average age that goes up if we choose Harry but yes you know Harry isYet a silent force he has proven for a long time we are going to do this composition a new phase of the expedition and Niek you were the winner of this test I have here on offer one about it"
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,5,happiness,"Niek Chieltje and Dennis get every set of clean bandanas and a new stock of rice and flower that have to participate in the coming days These people have built such a tire when I see them then it is so we know it's a crazy ride I really amVery happy with my team what you can get garbage it is just a choice with your back against the wall oh this is so fat and that boat full speed you on your own cook with a nice feeling with you and new bandanas for your teammatesAnd that's so nice I am so sweet I can't see it really curious hey Google I think it's really fantastic so what we had hoped for all the time had visualized first congratulations really very strange but eh a very positive for you the teams are completelyIn each other yes completely together now how then and I can only take one of you with what the fuck poo the teams are going to be divided and I am really shocked completely I feel suddenly I really felt the queen on the island I thinkI have these guys in my hand andI think I feel a bit shaking or something I feel a bit floating that is going that is going bad side on guys this is not the intention and that person goes with me to camp west because I have now won and therefore immunity then you are stillNot I find it exciting because that means that I really end up in a completely different group I will take you with me I think our things should grab and that we just go louise and you we will stay with the three of us and then probably still comesCollecting one of you or picking up two of you maybe that one person here you will be oh they can also apart, for example, you really know what you think ok we are going to make plans and then those plans are pushed off the table and then have toyou go back to drawing board and something new yes what are you going to do this is really surviving also survive these games on the island and with you with your teams and the people with whom you think you will continue and that is Expedition Robinson unfortunately it is but it isdon't like you tough hey bye bye bye google you still have I still have you happy yes anyway yes thank you that you chose me on the way back I feel my balls because I have lost yes and then that message comes that youSuddenly totally different teams have yes that will cause a stir my we actually see very quickly that he turns his thumbs down and we think oh we have to do another test together so bales so balesThis game determined who is the first to put together a new team really sick who will go with me oh man you too lisa I also oh no influence this was my influence I actually never have time to think if this is for meWell, it is nice or not the only thing that comes to mind very quickly is that I have to say goodbye to four yes real friends that I made and with whom I also really wanted to have wanted launcher how is it not going so wellyes not good we have done a game and so there have been three new teams and you will come with me yes then I am also very happy yes I am really happy about rockin 'yes I think that is really strange I am in oneWoke up again and then we will leave for another island and I think that's pretty crazy or something I'm on the boat and actually I am really super enthusiastic I think okay I am looking forward to let's go this is really a steady 10I thinkReally where I am still 10 purple yes and niels and ilias are allowed for me so we now have to go in your butter yes you can pick up the other people I prefer to stay together with juultje that was really my buddy here I think soFrom oh yes I have to do my best again to create another kind with someone well ok we go there one by one good good instructions hey this was really great hey hey but we see each other we see each otherAnd we are fusing anyway we are hired and that that was a blow, I also don't know what is going to happen to who is hussed what's going on but we're hussed so this team is cozy now and I feel I die a little insideyou with me vincent harry surprised to look we can stay fantastic with the three of us and everything will pass each other one on one 3 2 1Top man that is exactly what I expected Vincent who thinks everything so there is a very good atmosphere a very good bonding among each other and yes I am actually very happy with well -chosen yo guys hey congratulations man what the fuck huh watermindfucking"
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,6,surprise,I don't know what he ate what he drank this man he was so incredibly fast
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,7,happiness,"Hello when a wheel arrives with us then she sits there with Ilias and Niels and I think oei that is 33 and Ilias still has a tube of the first assignment that can sometimes turn out unfavorable for the three of us you think the island is completelyNothing really really yes yes yes that flag let's go purple purple well I am curious what they have well I am gone 10 minutes ago go back to my own island the island that I have cursed several times but what a bit with a bit with itgot home here in the expedition and I think that is also very nice for me that despite all the changes that there are me, yes here a lot can stoop here or not have a hut yes I think it's really a living room I II'm glad you like it I put finely finished on our lounge sofa yesterdayI am happy I think it is also very nicely decorated they have a campfire they have done very nice beautiful leaves on the roof that I thought of well it is actually just a tropical word they have organized here very cozy almost a living room I almost dare itNothing to touch I thought oh this is nice than our camp just can be north is nice on the island back where she started the expedition what happened here you built no we didn't just call this and there is just therehut built with all the leaves laid over it and that was just fine we really wanted to just go to sleep there but I don't know what they did here really that whole hut grown half palm leaves that are on it, which of course is simply not waterproof at alla kind of first floor and that bed and I think what of whom is this what what do they mean by this it looks like or just that is plundered on the island Okay we really have to get to work here and this again some of usgo home again well welcome home thank you well we will immediately get those banana leaves to finish a real one I still have two very good beechers here and that boat are as soon as I see my new team then I start to feel of it"
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,8,happiness,"Yes I think those three would vote for me if Lara was gone who was half ferry mike and dennis yes the men yes so yes so you didn't have a click with the men yes ferry is also super easy and dealing but he just pulledMore up with the other two because they were going to do everything together so you were actually not so intense there was a small dichotomy well not really the dichotomy you just had dennis literally busy all day with if he did something wanted an applause andIf you did something it was yes fine yes for example the first assignment you know that very first assignment that the teams had just been formed you had to lay that puzzle anyway yes yes yes and I just had that puzzle right afterwards he said yes we got it together wellDid it it is also the puzzle together and then after that ferry had won the test I said the test then he said but we have cooked you okay yes that can send that he was of course the last remaining so he wanted to prove himself and thatHe also did he has that hanging he was just one of the last to get stuck oh wow yes so he has his revenge already exists to go home yes I have become of my old camp leader of Orange thatTennis occasionally things about me are behind my back without having said to me once, but I think Dennis sometimes does the expedition robinson is that you have to form beans that you have to play the game and that would sometimescan neck but he is now in camp call that camp because I forget with Lisa Lisa Laura Laura Vincent Vincent Chatilla and Harry Oh so three out of team green also yes those three out of team green go again pelvis I think yes and I think I think againNot that Lisa Dennis is going to pelvis oh yes I really lost everything"
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,9,Scared,I didn't sleep too well I don't know how you're sitting but they shouldn't have been wageningen chattering no but I think this is the toughest night for us we come from camp west yes who go from the five stars to one star hotel I am IDo not know who booked it but it is not good someone has sorted on boots I think I have slept in total last night without exaggerating an hour I am naturally used to luxurious roof above my head nice and soft accommodation but yesWe have to perform yes. Yes I am looking forward to anyway yes just smashing again 10 purple yes it is also just strange if you suddenly have to decide oh yes that should be out or something if you are just like you are just togetherI think
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,10,happiness,Who really wants a snail I try man this is without intestines I just keep it nice at what I know and the rest they can eat it is more food for their russia is all the quiet is really nice is a bit of salt onThen salt and itself it is really a bit yes fine yes it is not you know but it is just all tastes it then everything that comes out of the sea tastes a bit to the sea yes but it is sometimes nice to do something elseTo bite then rice grab it so little but I just miss you flavor generally just a bit this bit of herb just that you just think hey there is something in my taste buds with those peppers in your mouth I am so hungry that I am everythingeating I am really not out of salamanders crawfish scratching ants snails I am just a garbage bin buttocks but I just need it I really notice that otherwise I will die here what the fuck I have just seen this is next levelThijs you're going crazy
C:/Users/Bobo/Downloads/task2\ER22_AFL05_MXF.mov,11,happiness,We have quite a bit of power and in our team intelligence what is actually there so I have really good hope with this team I am looking for a lot of looking at the boat how do I tackle my old team knewI am just going to do it with this team I don't know who can we count on I find it very exciting on the boat towards the test because we know each other just like team purple I just don't know what kind of meat in theHave a tub and if we are going to do a test how we are going to organize it all with all of God so I just have a lot of tension but I also think yes we will just see it there
